35;2002-7-4 0:00:00;"마E-019";13;52000;36400;15600;"마-004"
36;2002-7-5 0:00:00;"가H-024";21;23100;16170;6930;"나-003"
37;2002-7-6 0:00:00;"자B-018";10;19000;13300;5700;"나-003"
38;2002-7-7 0:00:00;"나I-020";17;124100;86870;37230;"가-008"
39;2002-7-8 0:00:00;"아I-006";15;76500;53550;22950;"마-004"
40;2002-7-9 0:00:00;"아I-006";25;127500;89250;38250;"나-003"
41;2002-7-10 0:00:00;"아C-022";23;43700;30590;13110;"마-026"
42;2002-7-11 0:00:00;"바E-023";17;68000;47600;20400;"사-006"
43;2002-7-12 0:00:00;"마F-026";11;83600;58520;25080;"바-029"
44;2002-7-13 0:00:00;"바H-012";19;30400;21280;9120;"라-012"
45;2002-7-14 0:00:00;"마A-029";13;44200;30940;13260;"라-018"
46;2002-7-15 0:00:00;"마A-003";20;66000;46200;19800;"가-008"
47;2002-7-16 0:00:00;"바G-028";15;132000;92400;39600;"아-024"
48;2002-7-17 0:00:00;"아D-016";12;12000;8400;3600;"가-015"
49;2002-7-18 0:00:00;"바H-009";12;34800;24360;10440;"마-004"
50;2002-7-19 0:00:00;"아H-013";19;115900;81130;34770;"다-017"
51;2002-7-20 0:00:00;"라G-001";15;69000;48300;20700;"마-030"
52;2002-7-21 0:00:00;"자G-002";17;117300;82110;35190;"다-002"
53;2002-7-22 0:00:00;"마D-027";10;40000;28000;12000;"라-012"
54;2002-7-23 0:00:00;"가H-024";13;14300;10010;4290;"라-012"
55;2002-7-24 0:00:00;"자H-030";18;28800;20160;8640;"사-006"
56;2002-7-25 0:00:00;"마E-019";17;68000;47600;20400;"자-001"
57;2002-7-26 0:00:00;"아D-008";17;105400;73780;31620;"바-021"
58;2002-7-27 0:00:00;"아D-016";20;20000;14000;6000;"사-009"
59;2002-7-28 0:00:00;"바G-028";19;167200;117040;50160;"가-007"
60;2002-7-29 0:00:00;"라G-004";17;23800;16660;7140;"라-018"
61;2002-7-30 0:00:00;"라G-004";13;18200;12740;5460;"자-016"
62;2002-7-31 0:00:00;"마A-003";15;49500;34650;14850;"마-004"
63;2002-8-1 0:00:00;"아I-006";18;91800;64260;27540;"사-009"
64;2002-8-2 0:00:00;"아C-022";25;47500;33250;14250;"사-006"
65;2002-8-3 0:00:00;"아H-013";15;91500;64050;27450;"다-020"
66;2002-8-4 0:00:00;"바F-010";23;69000;48300;20700;"자-028"
67;2002-8-5 0:00:00;"바H-012";18;28800;20160;8640;"라-022"
68;2002-8-6 0:00:00;"사C-025";22;191400;133980;57420;"자-016"
69;2002-8-7 0:00:00;"아H-013";14;85400;59780;25620;"다-002"
70;2002-8-8 0:00:00;"마C-007";12;24000;16800;7200;"마-030"
71;2002-8-9 0:00:00;"바F-010";10;30000;21000;9000;"자-005"
72;2002-8-10 0:00:00;"마A-003";23;75900;53130;22770;"자-016"
73;2002-8-11 0:00:00;"자B-018";18;34200;23940;10260;"마-030"
74;2002-8-12 0:00:00;"마A-003";15;49500;34650;14850;"바-029"
75;2002-8-13 0:00:00;"라G-004";22;30800;21560;9240;"마-014"
76;2002-8-14 0:00:00;"가D-014";17;147900;103530;44370;"라-012"
77;2002-8-15 0:00:00;"마E-019";10;40000;28000;12000;"바-029"
78;2002-8-16 0:00:00;"나H-015";23;124200;86940;37260;"라-018"
79;2002-8-17 0:00:00;"나F-005";20;60000;42000;18000;"아-024"
80;2002-8-18 0:00:00;"자G-002";13;89700;62790;26910;"다-017"
81;2002-8-19 0:00:00;"아D-016";21;21000;14700;6300;"라-022"
82;2002-8-20 0:00:00;"나F-005";13;39000;27300;11700;"바-029"
83;2002-8-21 0:00:00;"마A-029";25;85000;59500;25500;"자-016"
84;2002-8-22 0:00:00;"바F-010";22;66000;46200;19800;"바-021"
85;2002-8-23 0:00:00;"나H-015";25;135000;94500;40500;"마-010"
86;2002-8-24 0:00:00;"나F-005";17;51000;35700;15300;"라-012"
87;2002-8-25 0:00:00;"가D-014";12;104400;73080;31320;"가-008"
88;2002-8-26 0:00:00;"마D-027";14;56000;39200;16800;"아-024"
89;2002-8-27 0:00:00;"자H-030";17;27200;19040;8160;"바-029"
90;2002-8-28 0:00:00;"가H-024";21;23100;16170;6930;"마-014"
91;2002-8-29 0:00:00;"바G-021";23;62100;43470;18630;"다-027"
92;2002-8-30 0:00:00;"바G-021";23;62100;43470;18630;"자-001"
93;2002-8-31 0:00:00;"가H-024";24;26400;18480;7920;"마-004"
94;2002-9-1 0:00:00;"가I-017";15;75000;52500;22500;"바-029"
95;2002-9-2 0:00:00;"라G-001";11;50600;35420;15180;"다-017"
96;2002-9-3 0:00:00;"마F-026";12;91200;63840;27360;"마-025"
97;2002-9-4 0:00:00;"사C-025";17;147900;103530;44370;"나-019"
98;2002-9-5 0:00:00;"마C-007";25;50000;35000;15000;"바-029"
99;2002-9-6 0:00:00;"라G-001";10;46000;32200;13800;"다-020"
100;2002-9-7 0:00:00;"사C-025";23;200100;140070;60030;"마-026"
